date,RS,US
25/01/2012,31.43,17.86
26/01/2012,31.21,17.92
27/01/2012,31.09,17.85
30/01/2012,31.16,17.82
31/01/2012,30.53,17.50
01/02/2012,29.67,17.12
02/02/2012,29.17,16.94
03/02/2012,28.74,16.74
06/02/2012,28.69,16.61
07/02/2012,28.39,16.47
08/02/2012,28.37,16.50
09/02/2012,28.01,16.31
10/02/2012,28.12,16.30
13/02/2012,28.19,16.43
14/02/2012,28.13,16.36
15/02/2012,27.93,16.20
16/02/2012,27.70,16.10
17/02/2012,28.05,16.38
22/02/2012,28.01,16.42
23/02/2012,28.09,16.42
24/02/2012,28.34,16.61
27/02/2012,28.50,16.69
28/02/2012,28.70,16.86
29/02/2012,28.76,16.76
01/03/2012,28.92,16.89
02/03/2012,29.04,16.76
05/03/2012,29.19,16.82
06/03/2012,29.36,16.68
07/03/2012,29.47,16.68
08/03/2012,29.55,16.69
09/03/2012,29.57,16.57
12/03/2012,29.56,16.37
13/03/2012,29.44,16.35
14/03/2012,29.49,16.30
15/03/2012,29.41,16.30
16/03/2012,29.55,16.40
19/03/2012,29.31,16.25
20/03/2012,29.19,16.03
21/03/2012,28.79,15.83
22/03/2012,28.69,15.73
23/03/2012,28.55,15.77
26/03/2012,28.49,15.70
27/03/2012,28.16,15.53
28/03/2012,27.17,14.86
29/03/2012,27.43,15.02
30/03/2012,27.16,14.86
02/04/2012,27.10,14.79
03/04/2012,26.96,14.72
04/04/2012,26.81,14.67
05/04/2012,27.03,14.80
09/04/2012,27.00,14.84
10/04/2012,26.74,14.61
11/04/2012,26.79,14.61
12/04/2012,26.36,14.43
13/04/2012,26.26,14.29
16/04/2012,25.76,13.99
17/04/2012,25.68,13.85
18/04/2012,25.34,13.50
19/04/2012,25.15,13.34
20/04/2012,25.07,13.38
23/04/2012,25.27,13.44
24/04/2012,24.91,13.23
25/04/2012,24.74,13.14
26/04/2012,24.47,12.98
27/04/2012,24.71,13.10
30/04/2012,24.39,12.79
02/05/2012,24.57,12.79
03/05/2012,24.52,12.80
04/05/2012,24.50,12.76
07/05/2012,24.68,12.85
08/05/2012,24.74,12.77
09/05/2012,24.73,12.60
10/05/2012,24.68,12.68
11/05/2012,24.89,12.75
14/05/2012,24.97,12.57
15/05/2012,25.12,12.56
16/05/2012,25.15,12.57
17/05/2012,25.12,12.57
18/05/2012,25.03,12.39
21/05/2012,25.08,12.28
22/05/2012,25.18,12.10
23/05/2012,25.26,12.37
24/05/2012,25.18,12.37
25/05/2012,25.11,12.57
28/05/2012,25.01,12.62
29/05/2012,25.01,12.58
30/05/2012,24.95,12.37
31/05/2012,24.62,12.21
01/06/2012,24.57,12.01
04/06/2012,24.46,11.93
05/06/2012,24.57,12.16
06/06/2012,24.69,12.17
08/06/2012,24.75,12.22
11/06/2012,24.40,11.90
12/06/2012,24.17,11.72
13/06/2012,24.17,11.66
14/06/2012,24.19,11.76
15/06/2012,23.84,11.68
18/06/2012,23.80,11.56
19/06/2012,23.71,11.68
20/06/2012,23.92,11.75
21/06/2012,23.92,11.65
22/06/2012,23.86,11.55
25/06/2012,23.87,11.56
26/06/2012,23.88,11.51
27/06/2012,23.80,11.43
28/06/2012,23.93,11.49
29/06/2012,24.07,11.97
02/07/2012,24.15,12.14
03/07/2012,24.34,12.08
04/07/2012,24.64,12.13
05/07/2012,24.52,12.10
06/07/2012,24.51,12.07
10/07/2012,25.59,12.54
11/07/2012,25.40,12.48
12/07/2012,27.33,13.41
13/07/2012,29.10,14.29
16/07/2012,28.75,14.12
17/07/2012,30.18,14.89
18/07/2012,29.80,14.72
19/07/2012,30.32,15.04
20/07/2012,31.18,15.40
23/07/2012,31.96,15.67
24/07/2012,32.70,15.98
25/07/2012,32.96,16.19
26/07/2012,32.84,16.23
27/07/2012,32.81,16.21
30/07/2012,32.87,16.11
31/07/2012,33.18,16.21
01/08/2012,33.44,16.37
